,time,co2,no2,o3,so2
0,1451586600.0,399.933231551,1.58891738575,0.321048672448,6.68565625485
1,1451601000.0,276.587173218,1.21675510917,0.324291543297,6.86081956747
2,1451615400.0,385.117342685,3.01766317856,0.373177200135,7.22719818025
3,1451629800.0,506.789552487,4.95135871384,0.18587910641,7.22291081904
4,1451644200.0,315.442724842,4.2795239613,0.247309399394,7.12546925011
5,1451658600.0,384.94787313,4.07363960307,0.325371018454,6.64473919257
6,1451673000.0,312.039817486,1.58917038865,0.363539242299,7.12895235567
7,1451687400.0,339.509974628,1.24316497636,0.276739172625,7.03786397667
8,1451701800.0,452.578791444,3.037564749,0.339865807411,7.40651150098
9,1451716200.0,500.67511303,4.94706891478,0.242257363243,6.69327476373
10,1451730600.0,566.589256583,4.319566577,0.341929338056,7.3241888587
11,1451745000.0,320.562843304,4.05257598099,0.182274990068,6.88263709274
12,1451759400.0,540.430543365,1.58895443159,0.220993316757,7.48674886431
13,1451773800.0,640.400396679,1.23245838122,0.313244767635,7.48037047007
14,1451788200.0,511.098400116,3.07087890745,0.239552741062,6.68750747
15,1451802600.0,471.909187501,4.9598654686,0.164668651657,7.23144308124
16,1451817000.0,578.850450725,4.36217135851,0.168033583837,6.9232488282
17,1451831400.0,440.193327167,4.02210368813,0.233100188397,7.28749425761
18,1451845800.0,487.151747325,1.58861390611,0.229906097508,6.68065667419
19,1451860200.0,265.440596012,1.23530448761,0.25620213562,6.96706107678
20,1451874600.0,267.81295655,3.10302481926,0.201675129694,7.00240496451
21,1451889000.0,372.576490239,4.94253405531,0.190854531847,6.52602791489
22,1451903400.0,413.464384799,4.42420984167,0.310633095383,6.52423369211
23,1451917800.0,395.601508594,4.04097341859,0.252457897725,6.86480376122
24,1451932200.0,287.697874347,1.58925160323,0.249932079724,7.14078157974
25,1451946600.0,313.835254199,1.23217880304,0.213241385864,6.52379439448
26,1451961000.0,456.709306715,3.0783106328,0.358323086361,7.10539544025
27,1451975400.0,398.264520487,4.94322654854,0.192068717136,6.66467985467
28,1451989800.0,556.042619544,4.24082420309,0.188199980595,7.49218818016
29,1452004200.0,461.854742488,3.99122250962,0.20841312222,7.40421042735
30,1452018600.0,507.784098995,1.58921058527,0.374761150951,6.61165515772
31,1452033000.0,476.434460553,1.20231318024,0.270496897704,6.99304709266
32,1452047400.0,557.590418037,3.03659557376,0.22484481143,6.72490272807
33,1452061800.0,415.541114429,4.9297111434,0.211073903156,7.02108824261
34,1452076200.0,282.150860322,4.38625680593,0.346201711668,7.07632734574
35,1452090600.0,349.510683049,4.00363952198,0.272094349051,6.64576056738
36,1452105000.0,476.456923347,1.58865911506,0.264858378999,7.35625226183
37,1452119400.0,649.502247833,1.19622321575,0.380131754506,7.1418570595
38,1452133800.0,523.559925957,3.03768606878,0.251568348167,6.80845708083
39,1452148200.0,558.616997417,4.96307607719,0.188648831183,7.3383785312
40,1452162600.0,558.417393268,4.45199400886,0.158440206868,6.7754036534
41,1452177000.0,639.953087385,4.08097765989,0.202149663685,7.43518068821
42,1452191400.0,273.455334451,1.5885991548,0.361496597402,6.90340437649
43,1452205800.0,640.247687436,1.17633341574,0.329019396322,7.26418340173
44,1452220200.0,538.100842318,3.08564292986,0.237163990688,7.31957713335
45,1452234600.0,516.232309341,4.92114916594,0.344228278203,7.136633111
46,1452249000.0,614.534384922,4.38791293481,0.284975145301,7.47087847596
47,1452263400.0,587.495720778,3.96331706887,0.312230045199,6.83218119744
48,1452277800.0,509.247003558,1.58944986558,0.23143281814,6.95345433882
49,1452292200.0,564.507378062,1.18557893688,0.310929650975,7.3273143341
50,1452306600.0,464.290438008,3.09265124962,0.287570373393,6.63865359951
51,1452321000.0,620.493639208,4.96917454712,0.17884476241,7.45984480721
52,1452335400.0,280.73396535,4.34795887364,0.358908617735,7.22244105235
53,1452349800.0,413.966968611,4.03422848251,0.359534080411,7.40284033673
54,1452364200.0,340.624931181,1.58926124001,0.171021717971,6.95575883158
55,1452378600.0,604.777511934,1.16757192442,0.360915537832,7.04409332962
56,1452393000.0,441.035926758,3.08964013119,0.281782573759,7.43043396294
57,1452407400.0,396.289500957,4.96295629219,0.310898235735,7.35146052871
58,1452421800.0,479.736678703,4.31395095702,0.192294109297,6.54280711639
59,1452436200.0,644.218402807,4.0803182233,0.307975849162,6.56639513192
60,1452450600.0,556.923720022,1.58885430408,0.341793392052,7.16458685939
61,1452465000.0,486.19493149,1.19882946707,0.29132410536,7.14742358381
62,1452479400.0,504.429337711,3.12678639938,0.250515519831,6.8452547851
63,1452493800.0,528.321663081,4.91775452404,0.332249674448,7.07365073242
64,1452508200.0,537.264447669,4.22563193465,0.263989147671,7.16914859241
65,1452522600.0,422.6025525,4.06256964897,0.345391073443,7.42492963432
66,1452537000.0,626.923293788,1.58892967583,0.330003285812,7.13826901231
67,1452551400.0,537.354408265,1.24153959089,0.188384286599,6.79338936196
68,1452565800.0,505.154720808,3.08953025501,0.324180391893,7.25559422096
69,1452580200.0,632.089705405,4.92412688033,0.184124144357,6.52990871884
70,1452594600.0,359.381368345,4.44032557927,0.353278718148,6.96639305653
71,1452609000.0,628.229448026,3.95849885485,0.233049109486,6.95704217732
72,1452623400.0,354.728084161,1.58877169931,0.289628625493,7.0812582306
73,1452637800.0,569.944522086,1.20744973389,0.362747192126,6.75140657726
74,1452652200.0,280.501002401,3.0396349634,0.21459220148,7.21776410412
75,1452666600.0,288.057814887,4.92610728054,0.184155965429,6.50963468577
76,1452681000.0,625.637389855,4.27347616784,0.348812875654,7.41223102855
77,1452695400.0,396.444575472,4.01846050802,0.228406424248,7.40659074222
78,1452709800.0,290.397722812,1.58919285115,0.153259455792,7.02540289939
79,1452724200.0,433.154915557,1.22675079695,0.287270901804,6.83381335334
80,1452738600.0,354.700463562,3.0197065714,0.17659517067,6.50740490036
81,1452753000.0,408.440851363,4.95489495005,0.21365582778,7.29228423712
82,1452767400.0,377.557085264,4.23998152128,0.357445031654,6.83179475391
83,1452781800.0,463.583399359,4.00869932091,0.25485572272,6.64561613373
84,1452796200.0,499.258547067,1.58858160761,0.342690820761,7.18104789163
85,1452810600.0,626.567305435,1.21987377456,0.178488330228,6.67015335427
86,1452825000.0,589.109030983,3.02069004756,0.301509097941,6.86293358601
87,1452839400.0,614.180063013,4.9488989409,0.353549667715,6.92240626782
88,1452853800.0,541.62644866,4.43087700565,0.37375208591,7.05653825803
89,1452868200.0,568.559700432,3.94418104758,0.331217386669,7.25953771793
90,1452882600.0,441.34867435,1.5886036101,0.288389037616,6.7118890594
91,1452897000.0,319.258151888,1.20818339359,0.322771489125,7.33454023018
92,1452911400.0,466.142029336,3.12518275109,0.36606100096,7.08189795182
93,1452925800.0,444.377967766,4.91865650041,0.223788214641,6.58685736049
94,1452940200.0,263.846094896,4.27317737371,0.320073398822,6.95727404517
95,1452954600.0,344.825274318,3.96991988624,0.360734828749,6.50925226491
96,1452969000.0,560.082522074,1.58945096383,0.316933109866,7.26784938936
97,1452983400.0,430.69409607,1.16151444077,0.378024402671,7.39082298062
98,1452997800.0,328.512204733,3.12461693232,0.297153470407,7.12639339966
99,1453012200.0,443.138060006,4.95139471093,0.254768896877,7.09208407035
100,1453026600.0,536.889783466,4.45093572774,0.176431878853,7.15440505388
101,1453041000.0,366.835187698,3.99000539679,0.273553844213,7.23214604789
102,1453055400.0,625.297898674,1.58874573036,0.258727538912,7.03802807834
103,1453069800.0,380.018548275,1.16505654719,0.300954182589,7.49943586703
104,1453084200.0,371.396091807,3.10687218896,0.267068809169,6.52129512084
105,1453098600.0,303.188542416,4.93418888523,0.201554511397,7.37960855145
106,1453113000.0,587.739035016,4.24893455572,0.187902978696,7.20689884483
107,1453127400.0,491.119374951,4.01775428893,0.274480761186,7.03229102823
108,1453141800.0,364.04210128,6.91851207175,0.220524250563,7.43936999998
109,1453156200.0,476.662137804,7.47830973243,0.200005061003,6.5345754357
110,1453170600.0,342.608372833,7.54644819268,0.233127672834,6.97054266054
111,1453185000.0,535.705619993,5.48592679286,0.217594775688,6.51885718352
112,1453199400.0,280.061097672,5.63923861984,0.269119778482,6.6648509712
113,1453213800.0,459.119814354,3.45239685407,0.324102394306,6.70617942742
114,1453228200.0,550.583174833,1.58872606732,0.286712619486,6.73838724149
115,1453242600.0,414.153470993,1.16842494968,0.16797679706,6.88039583059
116,1453257000.0,312.248950074,3.08901269564,0.287191886464,7.16788069085
117,1453271400.0,264.505567401,4.95984582926,0.24714820194,7.09870099686
118,1453285800.0,295.908763695,4.43785890042,0.276048267521,6.63704973131
119,1453300200.0,562.819000011,3.95244116088,0.23146431365,7.35001391288
120,1453314600.0,259.634999354,1.5890161576,0.154648580838,7.2670519386
121,1453329000.0,387.002130029,1.2353665103,0.353725594475,7.42249202213
122,1453343400.0,357.059916568,3.05439002158,0.332764970299,6.68126721759
123,1453357800.0,468.199140656,4.96354111664,0.385264549592,6.64831561708
124,1453372200.0,361.593672119,4.36528743766,0.150545793748,7.26130676066
125,1453386600.0,284.287993889,3.95211587206,0.23877890306,7.07662990517
126,1453401000.0,374.627872631,1.58886729511,0.280344651082,7.26528039768
127,1453415400.0,598.205384193,1.19525397163,0.36026506524,6.90905403578
128,1453429800.0,495.917194454,3.11435329742,0.28553552371,7.31466009071
129,1453444200.0,338.995684812,4.91893597731,0.311383738039,6.59639411642
130,1453458600.0,273.628559411,4.22683841608,0.249244888447,6.95786237622
131,1453473000.0,587.096664977,3.99988688123,0.256635409243,7.25168753672
132,1453487400.0,446.756641188,1.58901080964,0.277947840742,7.37675230388
133,1453501800.0,339.008941361,1.17800230748,0.318405674072,6.89220088045
134,1453516200.0,607.338102052,3.06212761938,0.284273354216,6.64665984283
