,time,co2,no2,o3,so2
0,1451586600.0,601.093213837,7.37076535101,0.268704745543,1.28184270942
1,1451601000.0,282.062362279,6.90986978285,0.177553271032,0.846893065409
2,1451615400.0,530.027299921,3.10724510656,0.346334803874,2.68951753129
3,1451629800.0,619.93008279,7.26315574514,0.262786318129,4.31588287316
4,1451644200.0,318.11299662,6.41914403641,0.38287708227,3.64485550783
5,1451658600.0,628.045065987,5.46775444461,0.343997588453,3.12134033781
6,1451673000.0,541.040057832,6.03879476561,0.272610559336,1.26442419067
7,1451687400.0,439.985418205,6.44487612674,0.193432567744,0.830760257207
8,1451701800.0,592.894342916,5.81661586833,0.381962958446,2.64837378714
9,1451716200.0,480.458305589,3.09118533238,0.179080038597,4.3632458769
10,1451730600.0,523.204421086,6.41677321837,0.351757071202,3.69318864202
11,1451745000.0,385.577518734,6.86246310113,0.297968846953,3.08930684154
12,1451759400.0,638.859749582,7.1878019189,0.296393864042,1.26741683912
13,1451773800.0,359.317194577,6.61290245998,0.352953880762,0.875269394808
14,1451788200.0,632.335062468,7.26231086606,0.288745425419,2.69032955832
15,1451802600.0,384.656096139,7.20214241871,0.201638053471,4.51366602724
16,1451817000.0,376.572436522,5.06150866938,0.205851239617,3.661688639
17,1451831400.0,628.511441851,4.47819208675,0.36924011946,3.1260940242
18,1451845800.0,293.776630985,5.95224871744,0.230098621766,1.26575396633
19,1451860200.0,458.672039424,5.42808765891,0.151014861125,0.866430606911
20,1451874600.0,379.21322635,6.63997294148,0.158257839594,2.6548096458
21,1451889000.0,419.945743691,5.66918215687,0.341298291124,4.3304635936
22,1451903400.0,605.583212487,6.15789705515,0.160400512875,3.6967410986
23,1451917800.0,399.977062666,5.6492619511,0.244578945962,3.12693850856
24,1451932200.0,570.165169706,3.99360786087,0.300806464652,1.26935644753
25,1451946600.0,269.710704062,5.3825841429,0.343213541201,0.88448630908
26,1451961000.0,346.568846223,7.59310953614,0.282255569125,2.66389735934
27,1451975400.0,513.232884731,6.67074777397,0.252762527285,4.32695687897
28,1451989800.0,618.035178776,3.86439769582,0.183005726299,3.61662142715
29,1452004200.0,445.492488931,5.81848554695,0.189172955657,3.12887121761
30,1452018600.0,445.871831644,4.70024114888,0.386501570885,1.30289898731
31,1452033000.0,549.609370753,6.55490727988,0.223320150884,0.83536274418
32,1452047400.0,398.03985962,3.85995088209,0.358570501809,2.60237011856
33,1452061800.0,380.79918477,4.62482317871,0.373926883554,4.41566865172
34,1452076200.0,374.736102228,3.96525820596,0.372105730958,3.66081117906
35,1452090600.0,271.641884095,4.73715894397,0.285988126276,3.15001282831
36,1452105000.0,419.079463645,6.13479270899,0.150798469001,1.31921453216
37,1452119400.0,645.127546169,5.57199099156,0.308099092795,0.820567527231
38,1452133800.0,361.374213505,5.20919555147,0.275647962922,2.58563473956
39,1452148200.0,281.463507041,3.36195197201,0.37081250936,4.48338332316
40,1452162600.0,373.25349263,4.14468502431,0.325739857532,3.6888501996
41,1452177000.0,494.589754585,5.53622553399,0.164924064534,3.13469011217
42,1452191400.0,363.588570441,7.13534991019,0.21913208386,1.31951413116
43,1452205800.0,615.170378387,4.79589090096,0.353820650078,0.821805745116
44,1452220200.0,348.567075276,7.68173334224,0.213855014179,2.68320557315
45,1452234600.0,629.680296549,6.18142501778,0.307852637424,4.41577195062
46,1452249000.0,337.851452152,5.17739828167,0.274617948514,3.67073609218
47,1452263400.0,309.834396046,4.47364049464,0.217312246623,3.15365032693
48,1452277800.0,352.335360865,6.63772676092,0.369918360683,1.27777170291
49,1452292200.0,273.05662022,6.88182716955,0.183698840704,0.876903832669
50,1452306600.0,268.577007348,4.31458025302,0.245810975632,2.62865892211
51,1452321000.0,520.012812091,5.6632004002,0.313144031119,4.4085780332
52,1452335400.0,251.83715432,3.70130239337,0.217638655811,3.69392022767
53,1452349800.0,627.803953249,4.46575049765,0.211514751362,3.14114997199
54,1452364200.0,486.488488649,5.52354452805,0.245132942799,1.28609007477
55,1452378600.0,292.479777897,5.34714743985,0.168245639173,0.823773113872
56,1452393000.0,582.880545682,6.4685939201,0.304458600011,2.65672058313
57,1452407400.0,299.684626478,6.55909891599,0.307728736992,4.5024875238
58,1452421800.0,418.454388754,4.77729527262,0.285455177705,3.73372518938
59,1452436200.0,566.168957572,3.78112490432,0.272364747925,3.13968910378
60,1452450600.0,418.814886252,6.24772047562,0.324225384362,1.28880878852
61,1452465000.0,271.484441664,3.33375169302,0.232856586806,0.840406867022
62,1452479400.0,495.021789294,5.00689397552,0.252007657315,2.66049727407
63,1452493800.0,547.780419073,3.92144491654,0.290023738927,4.46532447696
64,1452508200.0,310.926798018,7.30945441371,0.237506469861,3.66151110009
65,1452522600.0,508.971207559,4.83228406046,0.278958028147,3.13911114903
66,1452537000.0,358.32544514,4.10092283418,0.321933889364,1.28512620995
67,1452551400.0,546.142225877,6.97021323645,0.379626456724,0.877735498994
68,1452565800.0,542.712939024,3.37308971636,0.387997204169,2.63091009339
